"id" "treatment"
"4225" 8490 "Akt knockout"
"4226" 8490 "Both"
"4227" 8497 "E2"
"4228" 8497 "Both"
"4229" 8508 "E2"
"4230" 8508 "Both"
"4231" 8513 "Akt knockout"
"4232" 8516 "Akt knockout"
"4233" 8524 "Akt knockout"
"4234" 8532 "E2"
"4235" 8532 "Akt knockout"
"4236" 8532 "Both"
"4237" 8533 "E2"
"4238" 8533 "Both"
"4239" 8535 "E2"
"4240" 8539 "E2"
"4241" 8544 "Both"
"4242" 8547 "Both"
"4243" 8552 "E2"
"4244" 8552 "Both"
"4245" 8555 "E2"
"4246" 8555 "Both"
"4247" 8556 "E2"
"4248" 8556 "Both"
"4249" 8557 "Both"
"4250" 8560 "E2"
"4251" 8560 "Both"
"4252" 8561 "E2"
"4253" 8561 "Both"
"4254" 8564 "Both"
"4255" 8568 "E2"
"4256" 8569 "E2"
"4257" 8571 "E2"
"4258" 8573 "Akt knockout"
"4259" 8575 "Akt knockout"
"4260" 8581 "E2"
"4261" 8583 "Akt knockout"
"4262" 8587 "E2"
"4263" 8587 "Akt knockout"
"4264" 8587 "Both"
"4265" 8596 "Akt knockout"
"4266" 8602 "Akt knockout"
"4267" 8606 "Akt knockout"
"4268" 8609 "Both"
"4269" 8611 "E2"
"4270" 8616 "E2"
"4271" 8623 "Both"
"4272" 8624 "E2"
"4273" 8624 "Both"
"4274" 8629 "E2"
"4275" 8629 "Both"
"4276" 8642 "Both"
"4277" 8644 "E2"
"4278" 8644 "Akt knockout"
"4279" 8653 "E2"
"4280" 8653 "Akt knockout"
"4281" 8653 "Both"
"4282" 8654 "E2"
"4283" 8654 "Both"
"4284" 8655 "E2"
"4285" 8655 "Both"
"4286" 8660 "E2"
"4287" 8660 "Both"
"4288" 8662 "E2"
"4289" 8662 "Both"
"4290" 8664 "E2"
"4291" 8664 "Both"
"4292" 8666 "Akt knockout"
"4293" 8667 "E2"
"4294" 8667 "Akt knockout"
"4295" 8667 "Both"
"4296" 8668 "Akt knockout"
"4297" 8668 "Both"
"4298" 8669 "Akt knockout"
"4299" 8669 "Both"
"4300" 8675 "E2"
"4301" 8675 "Both"
"4302" 8679 "Akt knockout"
"4303" 8679 "Both"
"4304" 8682 "E2"
"4305" 8683 "E2"
"4306" 8683 "Akt knockout"
"4307" 8686 "Both"
"4308" 8700 "Akt knockout"
"4309" 8714 "Both"
"4310" 8722 "Akt knockout"
"4311" 8723 "Akt knockout"
"4312" 8726 "Both"
"4313" 8732 "Both"
"4314" 8734 "Akt knockout"
"4315" 8734 "Both"
"4316" 8737 "Akt knockout"
"4317" 8737 "Both"
"4318" 8738 "E2"
"4319" 8738 "Both"
"4320" 8741 "E2"
"4321" 8741 "Both"
"4322" 8742 "Akt knockout"
"4323" 8742 "Both"
"4324" 8744 "E2"
"4325" 8746 "E2"
"4326" 8746 "Both"
"4327" 8748 "E2"
"4328" 8748 "Both"
"4329" 8749 "E2"
"4330" 8750 "Both"
"4331" 8752 "E2"
"4332" 8752 "Both"
"4333" 8753 "E2"
"4334" 8753 "Akt knockout"
"4335" 8753 "Both"
"4336" 8759 "E2"
"4337" 8759 "Akt knockout"
"4338" 8759 "Both"
"4339" 8769 "E2"
"4340" 8769 "Akt knockout"
"4341" 8769 "Both"
"4342" 8773 "E2"
"4343" 8773 "Both"
"4344" 8774 "E2"
"4345" 8774 "Akt knockout"
"4346" 8776 "E2"
"4347" 8776 "Akt knockout"
"4348" 8776 "Both"
"4349" 8778 "Both"
"4350" 8780 "Both"
"4351" 8785 "E2"
"4352" 8785 "Akt knockout"
"4353" 8785 "Both"
"4354" 8791 "E2"
"4355" 8791 "Both"
"4356" 8792 "Akt knockout"
"4357" 8793 "E2"
"4358" 8793 "Both"
"4359" 8794 "E2"
"4360" 8794 "Both"
"4361" 8797 "Both"
"4362" 8800 "Both"
"4363" 8806 "Akt knockout"
"4364" 8806 "Both"
"4365" 8809 "E2"
"4366" 8811 "Both"
"4367" 8813 "E2"
"4368" 8814 "Akt knockout"
"4369" 8816 "Akt knockout"
"4370" 8817 "Both"
"4371" 8819 "E2"
"4372" 8819 "Both"
"4373" 8821 "Both"
"4374" 8823 "Akt knockout"
"4375" 8824 "Both"
"4376" 8825 "E2"
"4377" 8825 "Both"
"4378" 8828 "E2"
"4379" 8828 "Both"
"4380" 8829 "E2"
"4381" 8829 "Both"
"4382" 8830 "Both"
"4383" 8834 "E2"
"4384" 8834 "Both"
"4385" 8839 "E2"
"4386" 8852 "Both"
"4387" 8854 "E2"
"4388" 8854 "Both"
"4389" 8869 "E2"
"4390" 8870 "Akt knockout"
"4391" 8870 "Both"
"4392" 8873 "Both"
"4393" 8874 "Akt knockout"
"4394" 8875 "E2"
"4395" 8875 "Akt knockout"
"4396" 8875 "Both"
"4397" 8877 "E2"
"4398" 8877 "Both"
"4399" 8885 "Akt knockout"
"4400" 8886 "Both"
"4401" 8895 "Both"
"4402" 8896 "E2"
"4403" 8896 "Both"
"4404" 8897 "Akt knockout"
"4405" 8898 "Both"
"4406" 8900 "E2"
"4407" 8900 "Both"
"4408" 8913 "Akt knockout"
"4409" 8915 "E2"
"4410" 8915 "Both"
"4411" 8919 "E2"
"4412" 8922 "Both"
"4413" 8924 "Both"
"4414" 8931 "Both"
"4415" 8942 "E2"
"4416" 8942 "Both"
"4417" 8947 "Both"
"4418" 8949 "E2"
"4419" 8949 "Both"
"4420" 8953 "E2"
"4421" 8953 "Akt knockout"
"4422" 8953 "Both"
"4423" 8960 "E2"
"4424" 8961 "E2"
"4425" 8961 "Both"
"4426" 8967 "Akt knockout"
"4427" 8968 "Both"
"4428" 8970 "E2"
"4429" 8971 "Akt knockout"
"4430" 8980 "Akt knockout"
"4431" 8980 "Both"
"4432" 8988 "E2"
"4433" 8988 "Both"
"4434" 8989 "E2"
"4435" 8989 "Akt knockout"
"4436" 8989 "Both"
"4437" 8992 "Both"
"4438" 8994 "Akt knockout"
"4439" 8997 "E2"
"4440" 8997 "Akt knockout"
"4441" 8997 "Both"
"4442" 8999 "E2"
"4443" 8999 "Akt knockout"
"4444" 8999 "Both"
"4445" 9005 "E2"
"4446" 9005 "Both"
"4447" 9009 "Both"
"4448" 9012 "Akt knockout"
"4449" 9012 "Both"
"4450" 9026 "E2"
"4451" 9028 "E2"
"4452" 9028 "Both"
"4453" 9036 "E2"
"4454" 9036 "Both"
"4455" 9037 "Both"
"4456" 9041 "Both"
"4457" 9051 "Akt knockout"
"4458" 9051 "Both"
"4459" 9057 "Akt knockout"
"4460" 9058 "E2"
"4461" 9059 "E2"
"4462" 9059 "Akt knockout"
"4463" 9067 "E2"
"4464" 9067 "Akt knockout"
"4465" 9067 "Both"
"4466" 9068 "E2"
"4467" 9075 "E2"
"4468" 9075 "Both"
"4469" 9077 "Both"
"4470" 9084 "E2"
"4471" 9084 "Akt knockout"
"4472" 9084 "Both"
"4473" 9086 "E2"
"4474" 9086 "Both"
"4475" 9088 "E2"
"4476" 9088 "Akt knockout"
"4477" 9088 "Both"
"4478" 9096 "E2"
"4479" 9096 "Akt knockout"
"4480" 9096 "Both"
"4481" 9102 "Both"
"4482" 9103 "E2"
"4483" 9103 "Akt knockout"
"4484" 9103 "Both"
"4485" 9105 "E2"
"4486" 9105 "Both"
"4487" 9106 "E2"
"4488" 9106 "Akt knockout"
"4489" 9106 "Both"
"4490" 9112 "E2"
"4491" 9112 "Both"
"4492" 9113 "E2"
"4493" 9113 "Both"
"4494" 9114 "E2"
"4495" 9114 "Both"
"4496" 9115 "E2"
"4497" 9115 "Both"
"4498" 9116 "E2"
"4499" 9116 "Akt knockout"
"4500" 9116 "Both"
"4501" 9120 "E2"
"4502" 9120 "Both"
"4503" 9129 "Both"
"4504" 9130 "E2"
"4505" 9130 "Both"
"4506" 9131 "Akt knockout"
"4507" 9132 "E2"
"4508" 9132 "Akt knockout"
"4509" 9132 "Both"
"4510" 9133 "E2"
"4511" 9133 "Akt knockout"
"4512" 9133 "Both"
"4513" 9140 "Both"
"4514" 9144 "E2"
"4515" 9148 "E2"
"4516" 9148 "Both"
"4517" 9149 "E2"
"4518" 9149 "Akt knockout"
"4519" 9149 "Both"
"4520" 9150 "E2"
"4521" 9150 "Both"
"4522" 9151 "E2"
"4523" 9151 "Akt knockout"
"4524" 9151 "Both"
"4525" 9152 "E2"
"4526" 9152 "Akt knockout"
"4527" 9152 "Both"
"4528" 9153 "E2"
"4529" 9153 "Akt knockout"
"4530" 9153 "Both"
"4531" 9156 "Akt knockout"
"4532" 9157 "E2"
"4533" 9159 "E2"
"4534" 9159 "Both"
"4535" 9160 "E2"
"4536" 9160 "Both"
"4537" 9164 "Akt knockout"
"4538" 9172 "E2"
"4539" 9199 "E2"
"4540" 9199 "Akt knockout"
"4541" 9202 "E2"
"4542" 9216 "E2"
"4543" 9216 "Both"
"4544" 9217 "E2"
"4545" 9217 "Both"
"4546" 9220 "Both"
"4547" 9222 "E2"
"4548" 9222 "Akt knockout"
"4549" 9222 "Both"
"4550" 9223 "E2"
"4551" 9223 "Both"
"4552" 9227 "Both"
"4553" 9230 "E2"
"4554" 9230 "Akt knockout"
"4555" 9230 "Both"
"4556" 9237 "E2"
"4557" 9237 "Both"
"4558" 9238 "Akt knockout"
"4559" 9239 "Akt knockout"
"4560" 9243 "Both"
"4561" 9247 "E2"
"4562" 9247 "Both"
"4563" 9248 "E2"
"4564" 9248 "Akt knockout"
"4565" 9248 "Both"
"4566" 9250 "E2"
"4567" 9250 "Akt knockout"
"4568" 9251 "E2"
"4569" 9251 "Both"
"4570" 9252 "E2"
"4571" 9252 "Akt knockout"
"4572" 9252 "Both"
"4573" 9255 "Akt knockout"
"4574" 9260 "Both"
"4575" 9262 "E2"
"4576" 9264 "E2"
"4577" 9268 "Both"
"4578" 9270 "E2"
"4579" 9270 "Both"
"4580" 9271 "E2"
"4581" 9272 "E2"
"4582" 9272 "Both"
"4583" 9283 "E2"
"4584" 9283 "Akt knockout"
"4585" 9283 "Both"
"4586" 9287 "E2"
"4587" 9287 "Akt knockout"
"4588" 9287 "Both"
"4589" 9288 "Both"
"4590" 9291 "E2"
"4591" 9293 "Akt knockout"
"4592" 9294 "E2"
"4593" 9294 "Both"
"4594" 9296 "Both"
"4595" 9297 "E2"
"4596" 9297 "Both"
"4597" 9298 "E2"
"4598" 9298 "Both"
"4599" 9300 "E2"
"4600" 9300 "Both"
"4601" 9302 "Akt knockout"
"4602" 9308 "Akt knockout"
"4603" 9311 "E2"
"4604" 9311 "Both"
"4605" 9317 "E2"
"4606" 9317 "Akt knockout"
"4607" 9318 "E2"
"4608" 9320 "Akt knockout"
"4609" 9322 "Akt knockout"
"4610" 9322 "Both"
"4611" 9323 "E2"
"4612" 9323 "Akt knockout"
"4613" 9323 "Both"
"4614" 9335 "E2"
"4615" 9336 "Akt knockout"
"4616" 9336 "Both"
"4617" 9342 "E2"
"4618" 9343 "Akt knockout"
"4619" 9348 "Akt knockout"
"4620" 9351 "E2"
"4621" 9351 "Both"
"4622" 9354 "Both"
"4623" 9358 "Akt knockout"
"4624" 9358 "Both"
"4625" 9359 "Akt knockout"
"4626" 9360 "Both"
"4627" 9363 "E2"
"4628" 9369 "Akt knockout"
"4629" 9369 "Both"
"4630" 9372 "Akt knockout"
"4631" 9373 "E2"
"4632" 9373 "Both"
"4633" 9376 "Both"
"4634" 9377 "Both"
"4635" 9379 "E2"
"4636" 9386 "Akt knockout"
"4637" 9392 "E2"
"4638" 9393 "Both"
"4639" 9399 "Akt knockout"
"4640" 9401 "E2"
"4641" 9409 "E2"
"4642" 9409 "Both"
"4643" 9414 "Both"
"4644" 9415 "Akt knockout"
"4645" 9418 "Akt knockout"
"4646" 9423 "E2"
"4647" 9423 "Both"
"4648" 9425 "E2"
"4649" 9425 "Both"
"4650" 9428 "E2"
"4651" 9428 "Both"
"4652" 9432 "E2"
"4653" 9433 "Akt knockout"
"4654" 9436 "Akt knockout"
"4655" 9438 "Akt knockout"
"4656" 9440 "Akt knockout"
"4657" 9442 "E2"
"4658" 9442 "Akt knockout"
"4659" 9442 "Both"
"4660" 9444 "E2"
"4661" 9444 "Akt knockout"
"4662" 9444 "Both"
"4663" 9449 "E2"
"4664" 9449 "Both"
"4665" 9453 "Both"
"4666" 9455 "E2"
"4667" 9455 "Both"
"4668" 9464 "E2"
"4669" 9464 "Akt knockout"
"4670" 9465 "E2"
"4671" 9465 "Both"
"4672" 9466 "E2"
"4673" 9467 "Both"
"4674" 9470 "Akt knockout"
"4675" 9476 "Both"
"4676" 9478 "E2"
"4677" 9478 "Both"
"4678" 9479 "E2"
"4679" 9479 "Both"
"4680" 9481 "Akt knockout"
"4681" 9492 "E2"
"4682" 9493 "Akt knockout"
"4683" 9494 "E2"
"4684" 9495 "E2"
"4685" 9495 "Akt knockout"
"4686" 9495 "Both"
"4687" 9496 "Akt knockout"
"4688" 9502 "E2"
"4689" 9502 "Akt knockout"
"4690" 9503 "E2"
"4691" 9504 "E2"
"4692" 9504 "Both"
"4693" 9505 "Akt knockout"
"4694" 9507 "E2"
"4695" 9508 "E2"
"4696" 9508 "Both"
"4697" 9509 "E2"
"4698" 9510 "Akt knockout"
"4699" 9513 "E2"
"4700" 9513 "Both"
"4701" 9523 "E2"
"4702" 9523 "Both"
"4703" 9525 "Both"
"4704" 9528 "Both"
"4705" 9532 "Both"
"4706" 9533 "E2"
"4707" 9533 "Both"
"4708" 9535 "E2"
"4709" 9535 "Both"
"4710" 9537 "Akt knockout"
"4711" 9538 "Akt knockout"
"4712" 9539 "E2"
"4713" 9539 "Both"
"4714" 9540 "E2"
"4715" 9540 "Akt knockout"
"4716" 9540 "Both"
"4717" 9541 "E2"
"4718" 9541 "Both"
"4719" 9542 "E2"
"4720" 9542 "Akt knockout"
"4721" 9542 "Both"
"4722" 9553 "E2"
"4723" 9553 "Both"
"4724" 9556 "Both"
"4725" 9558 "Akt knockout"
"4726" 9577 "E2"
"4727" 9578 "Akt knockout"
"4728" 9580 "E2"
"4729" 9580 "Both"
"4730" 9582 "Both"
"4731" 9586 "E2"
"4732" 9587 "E2"
"4733" 9588 "Akt knockout"
"4734" 9592 "Both"
"4735" 9600 "Akt knockout"
"4736" 9601 "E2"
"4737" 9601 "Both"
"4738" 9603 "Akt knockout"
"4739" 9604 "E2"
"4740" 9604 "Akt knockout"
"4741" 9610 "E2"
"4742" 9611 "Akt knockout"
"4743" 9613 "E2"
"4744" 9614 "Akt knockout"
"4745" 9615 "E2"
"4746" 9616 "E2"
"4747" 9621 "E2"
"4748" 9621 "Both"
"4749" 9623 "E2"
"4750" 9626 "E2"
"4751" 9626 "Akt knockout"
"4752" 9628 "E2"
"4753" 9630 "E2"
"4754" 9630 "Akt knockout"
"4755" 9632 "E2"
"4756" 9632 "Akt knockout"
"4757" 9632 "Both"
"4758" 9636 "Akt knockout"
"4759" 9643 "E2"
"4760" 9643 "Both"
"4761" 9644 "E2"
"4762" 9645 "E2"
"4763" 9645 "Akt knockout"
"4764" 9646 "Akt knockout"
"4765" 9647 "Akt knockout"
"4766" 9648 "Akt knockout"
"4767" 9650 "E2"
"4768" 9650 "Both"
"4769" 9653 "E2"
"4770" 9653 "Both"
"4771" 9655 "E2"
"4772" 9655 "Akt knockout"
"4773" 9658 "Akt knockout"
"4774" 9660 "E2"
"4775" 9661 "Akt knockout"
"4776" 9662 "Akt knockout"
"4777" 9662 "Both"
"4778" 9665 "Akt knockout"
"4779" 9667 "Akt knockout"
"4780" 9669 "E2"
"4781" 9669 "Both"
"4782" 9675 "E2"
"4783" 9675 "Both"
"4784" 9676 "Akt knockout"
"4785" 9678 "Both"
"4786" 9679 "E2"
"4787" 9679 "Both"
"4788" 9685 "Akt knockout"
"4789" 9686 "E2"
"4790" 9686 "Akt knockout"
"4791" 9700 "E2"
"4792" 9700 "Akt knockout"
"4793" 9700 "Both"
"4794" 9701 "E2"
"4795" 9701 "Both"
"4796" 9702 "E2"
"4797" 9702 "Akt knockout"
"4798" 9702 "Both"
"4799" 9703 "E2"
"4800" 9703 "Akt knockout"
"4801" 9703 "Both"
"4802" 9705 "E2"
"4803" 9705 "Both"
"4804" 9706 "Both"
"4805" 9707 "E2"
"4806" 9707 "Akt knockout"
"4807" 9707 "Both"
"4808" 9710 "E2"
"4809" 9711 "Both"
"4810" 9715 "Akt knockout"
"4811" 9719 "E2"
"4812" 9719 "Both"
"4813" 9721 "E2"
"4814" 9721 "Both"
"4815" 9723 "E2"
"4816" 9723 "Both"
"4817" 9725 "E2"
"4818" 9725 "Both"
"4819" 9734 "Akt knockout"
"4820" 9734 "Both"
"4821" 9737 "Both"
"4822" 9739 "E2"
"4823" 9739 "Both"
"4824" 9740 "E2"
"4825" 9740 "Both"
"4826" 9741 "Akt knockout"
"4827" 9741 "Both"
"4828" 9742 "E2"
"4829" 9747 "Both"
"4830" 9749 "Akt knockout"
"4831" 9755 "E2"
"4832" 9756 "Akt knockout"
"4833" 9758 "Both"
"4834" 9764 "Akt knockout"
"4835" 9769 "E2"
"4836" 9772 "E2"
"4837" 9775 "E2"
"4838" 9775 "Akt knockout"
"4839" 9775 "Both"
"4840" 9781 "E2"
"4841" 9781 "Both"
"4842" 9790 "Akt knockout"
"4843" 9791 "Akt knockout"
"4844" 9791 "Both"
"4845" 9792 "Both"
"4846" 9795 "Akt knockout"
"4847" 9809 "Both"
"4848" 9817 "Both"
"4849" 9828 "Akt knockout"
"4850" 9829 "Both"
"4851" 9830 "Akt knockout"
"4852" 9831 "E2"
"4853" 9832 "Akt knockout"
"4854" 9833 "Both"
"4855" 9837 "E2"
"4856" 9837 "Akt knockout"
"4857" 9837 "Both"
"4858" 9840 "Both"
"4859" 9841 "Akt knockout"
"4860" 9844 "E2"
"4861" 9844 "Both"
"4862" 9847 "Both"
"4863" 9854 "Both"
"4864" 9858 "E2"
"4865" 9858 "Both"
"4866" 9862 "Both"
"4867" 9866 "Akt knockout"
"4868" 9874 "Akt knockout"
"4869" 9876 "E2"
"4870" 9876 "Both"
"4871" 9881 "E2"
"4872" 9881 "Both"
"4873" 9882 "Both"
"4874" 9883 "Both"
"4875" 9887 "E2"
"4876" 9887 "Akt knockout"
"4877" 9887 "Both"
"4878" 9901 "E2"
"4879" 9902 "E2"
"4880" 9902 "Both"
"4881" 9927 "Akt knockout"
"4882" 9931 "Akt knockout"
"4883" 9931 "Both"
"4884" 9935 "Both"
"4885" 9941 "E2"
"4886" 9951 "E2"
"4887" 9960 "E2"
"4888" 9960 "Both"
"4889" 9962 "E2"
"4890" 9962 "Both"
"4891" 9964 "E2"
"4892" 9964 "Akt knockout"
"4893" 9966 "Akt knockout"
"4894" 9966 "Both"
"4895" 9967 "Akt knockout"
"4896" 9972 "E2"
"4897" 9978 "E2"
"4898" 9979 "E2"
"4899" 9979 "Both"
"4900" 9982 "E2"
"4901" 9982 "Both"
"4902" 9983 "E2"
"4903" 9990 "E2"
"4904" 10000 "E2"
"4905" 10000 "Both"
"4906" 10007 "E2"
"4907" 10017 "E2"
"4908" 10020 "E2"
"4909" 10024 "Akt knockout"
"4910" 10026 "E2"
"4911" 10032 "E2"
"4912" 10032 "Both"
"4913" 10047 "Both"
"4914" 10049 "Both"
"4915" 10053 "E2"
"4916" 10068 "Both"
"4917" 10075 "E2"
"4918" 10086 "E2"
"4919" 10086 "Both"
"4920" 10087 "E2"
"4921" 10103 "E2"
"4922" 10112 "Akt knockout"
"4923" 10113 "Akt knockout"
"4924" 10117 "E2"
"4925" 10122 "Akt knockout"
"4926" 10124 "Akt knockout"
"4927" 10124 "Both"
"4928" 10129 "Akt knockout"
"4929" 10131 "Both"
"4930" 10145 "Akt knockout"
"4931" 10157 "E2"
"4932" 10164 "Akt knockout"
"4933" 10182 "E2"
"4934" 10182 "Akt knockout"
"4935" 10182 "Both"
"4936" 10186 "Both"
"4937" 10191 "E2"
"4938" 10194 "E2"
"4939" 10194 "Both"
"4940" 10196 "E2"
"4941" 10196 "Both"
"4942" 10197 "Both"
"4943" 10221 "E2"
"4944" 10239 "Akt knockout"
"4945" 10248 "E2"
"4946" 10253 "E2"
"4947" 10259 "Akt knockout"
"4948" 10270 "E2"
"4949" 10270 "Both"
"4950" 10280 "Akt knockout"
"4951" 10299 "Akt knockout"
"4952" 10311 "E2"
"4953" 10311 "Both"
"4954" 10322 "E2"
"4955" 10328 "E2"
"4956" 10334 "E2"
"4957" 10342 "E2"
"4958" 10349 "E2"
"4959" 10354 "E2"
"4960" 10363 "E2"
"4961" 10365 "Akt knockout"
"4962" 10376 "Akt knockout"
"4963" 10377 "E2"
"4964" 10379 "Both"
"4965" 10386 "Akt knockout"
"4966" 10408 "E2"
"4967" 10408 "Both"
"4968" 10422 "E2"
"4969" 10422 "Akt knockout"
"4970" 10432 "E2"
"4971" 10432 "Akt knockout"
"4972" 10438 "Akt knockout"
"4973" 10440 "Both"
"4974" 10443 "E2"
"4975" 10443 "Both"
"4976" 10453 "Both"
"4977" 10464 "E2"
"4978" 10471 "E2"
"4979" 10472 "Akt knockout"
"4980" 10488 "E2"
"4981" 10489 "E2"
"4982" 10505 "Both"
"4983" 10518 "E2"
"4984" 10519 "Both"
"4985" 10537 "E2"
"4986" 10537 "Both"
"4987" 10541 "Akt knockout"
"4988" 10541 "Both"
"4989" 10545 "Akt knockout"
"4990" 10545 "Both"
"4991" 10553 "Akt knockout"
"4992" 10559 "Akt knockout"
"4993" 10565 "Both"
"4994" 10572 "E2"
"4995" 10572 "Both"
"4996" 10588 "E2"
"4997" 10588 "Akt knockout"
"4998" 10588 "Both"
"4999" 10589 "E2"
"5000" 10589 "Akt knockout"
"5001" 10589 "Both"
"5002" 10593 "Both"
"5003" 10595 "Akt knockout"
"5004" 10599 "E2"
"5005" 10600 "Both"
"5006" 10612 "Akt knockout"
"5007" 10614 "Both"
"5008" 10617 "Akt knockout"
"5009" 10633 "E2"
"5010" 10633 "Both"
"5011" 10641 "E2"
"5012" 10641 "Both"
"5013" 10645 "E2"
"5014" 10645 "Both"
"5015" 10696 "Both"
"5016" 10702 "E2"
"5017" 10719 "E2"
"5018" 10719 "Both"
"5019" 10720 "E2"
"5020" 10730 "Akt knockout"
"5021" 10747 "E2"
"5022" 10775 "Akt knockout"
"5023" 10786 "E2"
"5024" 10786 "Both"
"5025" 10798 "Akt knockout"
"5026" 10802 "Both"
"5027" 10803 "Both"
"5028" 10805 "E2"
"5029" 10805 "Akt knockout"
"5030" 10805 "Both"
"5031" 10822 "Akt knockout"
"5032" 10823 "Both"
"5033" 10836 "Akt knockout"
"5034" 10837 "Akt knockout"
"5035" 10844 "E2"
"5036" 10849 "E2"
"5037" 10850 "Akt knockout"
"5038" 10851 "E2"
"5039" 10851 "Both"
"5040" 10852 "E2"
"5041" 10854 "Both"
"5042" 10858 "E2"
"5043" 10873 "E2"
"5044" 10873 "Both"
"5045" 10874 "Both"
"5046" 10888 "E2"
"5047" 10901 "E2"
"5048" 10919 "Akt knockout"
"5049" 10921 "E2"
"5050" 10921 "Akt knockout"
"5051" 10921 "Both"
"5052" 10944 "Both"
"5053" 10976 "Akt knockout"
"5054" 10988 "E2"
"5055" 10988 "Both"
"5056" 10997 "E2"
"5057" 11016 "Both"
"5058" 11021 "Akt knockout"
"5059" 11028 "Akt knockout"
"5060" 11033 "Akt knockout"
"5061" 11033 "Both"
"5062" 11050 "E2"
"5063" 11050 "Both"
"5064" 11056 "E2"
"5065" 11056 "Akt knockout"
"5066" 11061 "Akt knockout"
"5067" 11061 "Both"
"5068" 11064 "E2"
"5069" 11064 "Both"
"5070" 11065 "Both"
"5071" 11067 "Akt knockout"
"5072" 11079 "Both"
"5073" 11082 "E2"
"5074" 11082 "Akt knockout"
"5075" 11082 "Both"
"5076" 11084 "Akt knockout"
"5077" 11086 "Akt knockout"
"5078" 11091 "E2"
"5079" 11102 "Both"
"5080" 11103 "E2"
"5081" 11104 "Both"
"5082" 11107 "E2"
"5083" 11108 "Both"
"5084" 11118 "E2"
"5085" 11118 "Both"
"5086" 11123 "Both"
"5087" 11146 "Akt knockout"
"5088" 11149 "E2"
"5089" 11150 "E2"
"5090" 11163 "Akt knockout"
"5091" 11165 "Akt knockout"
"5092" 11179 "Both"
"5093" 11182 "E2"
"5094" 11182 "Akt knockout"
"5095" 11183 "Akt knockout"
"5096" 11183 "Both"
"5097" 11185 "E2"
"5098" 11186 "E2"
"5099" 11189 "Both"
"5100" 11194 "E2"
"5101" 11194 "Both"
"5102" 11196 "E2"
"5103" 11204 "E2"
"5104" 11207 "Akt knockout"
"5105" 11207 "Both"
"5106" 11218 "E2"
"5107" 11229 "E2"
"5108" 11231 "Akt knockout"
"5109" 11231 "Both"
"5110" 11245 "E2"
"5111" 11249 "E2"
"5112" 11249 "Akt knockout"
"5113" 11250 "E2"
"5114" 11254 "Both"
"5115" 11260 "Akt knockout"
"5116" 11263 "Akt knockout"
"5117" 11270 "Akt knockout"
"5118" 11270 "Both"
"5119" 11282 "Akt knockout"
"5120" 11287 "Akt knockout"
"5121" 11292 "E2"
"5122" 11308 "E2"
"5123" 11310 "Both"
"5124" 11340 "Both"
"5125" 11353 "Both"
"5126" 11362 "Both"
"5127" 11364 "E2"
"5128" 11379 "E2"
"5129" 11379 "Akt knockout"
"5130" 11385 "E2"
"5131" 11395 "E2"
"5132" 11395 "Akt knockout"
"5133" 11395 "Both"
"5134" 11403 "E2"
"5135" 11403 "Akt knockout"
"5136" 11407 "E2"
"5137" 11407 "Both"
"5138" 11413 "Akt knockout"
"5139" 11433 "Both"
"5140" 11447 "Akt knockout"
"5141" 11452 "Akt knockout"
"5142" 11473 "Akt knockout"
"5143" 11481 "E2"
"5144" 11502 "Akt knockout"
"5145" 11503 "Both"
"5146" 11507 "Both"
"5147" 11512 "Both"
"5148" 11515 "E2"
"5149" 11515 "Both"
"5150" 11525 "Both"
"5151" 11531 "Both"
"5152" 11534 "E2"
"5153" 11542 "Akt knockout"
"5154" 11544 "E2"
"5155" 11544 "Both"
"5156" 11546 "Akt knockout"
"5157" 11560 "E2"
"5158" 11560 "Both"
"5159" 11571 "Akt knockout"
"5160" 11584 "E2"
"5161" 11584 "Both"
"5162" 11586 "E2"
"5163" 11586 "Akt knockout"
"5164" 11587 "E2"
"5165" 11587 "Akt knockout"
"5166" 11587 "Both"
"5167" 11588 "Both"
"5168" 11599 "Akt knockout"
"5169" 11604 "Akt knockout"
"5170" 11614 "Both"
"5171" 11622 "Both"
"5172" 11638 "Both"
"5173" 11640 "Both"
"5174" 11643 "Both"
"5175" 11647 "Both"
"5176" 11648 "Akt knockout"
"5177" 11648 "Both"
"5178" 11654 "E2"
"5179" 11654 "Both"
"5180" 11656 "E2"
"5181" 11659 "Akt knockout"
"5182" 11696 "Both"
"5183" 11700 "E2"
"5184" 11700 "Akt knockout"
"5185" 11700 "Both"
"5186" 11708 "Both"
"5187" 11713 "E2"
"5188" 11713 "Both"
"5189" 11737 "Akt knockout"
"5190" 11738 "Akt knockout"
"5191" 11744 "E2"
"5192" 11750 "E2"
"5193" 11750 "Both"
"5194" 11756 "E2"
"5195" 11766 "E2"
"5196" 11766 "Both"
"5197" 11769 "Akt knockout"
"5198" 11774 "E2"
"5199" 11779 "Akt knockout"
"5200" 11781 "E2"
"5201" 11795 "Akt knockout"
"5202" 11805 "E2"
"5203" 11805 "Akt knockout"
"5204" 11808 "E2"
"5205" 11808 "Both"
"5206" 11811 "E2"
"5207" 11814 "Akt knockout"
"5208" 11820 "Akt knockout"
"5209" 11820 "Both"
"5210" 11826 "E2"
"5211" 11832 "Both"
"5212" 11833 "Akt knockout"
"5213" 11833 "Both"
"5214" 11838 "Akt knockout"
"5215" 11842 "E2"
"5216" 11862 "E2"
"5217" 11863 "E2"
"5218" 11869 "Both"
"5219" 11873 "E2"
