"id" "treatment"
"187" 729 1
"188" 729 3
"189" 731 1
"190" 731 2
"191" 732 2
"192" 734 1
"193" 734 3
"194" 751 1
"195" 751 3
"196" 754 1
"197" 754 3
"198" 766 1
"199" 766 3
"200" 769 1
"201" 769 3
"202" 784 1
"203" 784 3
"204" 785 1
"205" 785 3
"206" 795 1
"207" 800 1
"208" 800 3
"209" 801 1
"210" 801 3
"211" 802 1
"212" 802 2
"213" 802 3
"214" 819 1
"215" 819 3
"216" 823 3
"217" 831 3
"218" 843 1
"219" 843 3
"220" 844 1
"221" 844 3
"222" 850 1
"223" 850 3
"224" 852 1
"225" 852 3
"226" 863 3
"227" 864 1
"228" 878 2
"229" 878 3
"230" 885 3
"231" 889 1
"232" 889 2
"233" 889 3
"234" 895 1
"235" 895 3
"236" 897 1
"237" 899 1
"238" 899 3
"239" 906 1
"240" 906 3
"241" 915 1
"242" 915 3
"243" 939 1
"244" 939 3
"245" 942 1
"246" 942 3
"247" 946 1
"248" 946 3
"249" 959 1
"250" 959 2
"251" 959 3
"252" 964 1
"253" 970 3
"254" 975 1
"255" 975 3
"256" 976 1
"257" 976 3
"258" 982 1
"259" 982 3
"260" 986 1
"261" 986 2
"262" 986 3
"263" 999 2
"264" 999 3
"265" 1013 1
"266" 1013 3
"267" 1015 1
"268" 1022 1
"269" 1022 3
"270" 1026 1
"271" 1026 3
"272" 1029 1
"273" 1029 3
"274" 1034 2
"275" 1037 2
"276" 1051 2
"277" 1052 2
"278" 1054 1
"279" 1054 3
"280" 1074 1
"281" 1074 3
"282" 1079 2
"283" 1079 3
"284" 1080 3
"285" 1089 3
"286" 1103 1
"287" 1104 1
"288" 1104 3
"289" 1105 3
"290" 1130 1
"291" 1130 3
"292" 1133 1
"293" 1138 1
"294" 1138 3
"295" 1147 1
"296" 1147 3
"297" 1150 1
"298" 1151 1
"299" 1151 3
"300" 1154 1
"301" 1154 3
"302" 1156 1
"303" 1156 3
"304" 1169 1
"305" 1169 3
"306" 1170 1
"307" 1170 3
"308" 1171 1
"309" 1171 3
"310" 1176 1
"311" 1176 3
"312" 1195 1
"313" 1196 1
"314" 1196 3
"315" 1200 3
"316" 1202 1
"317" 1202 3
"318" 1207 3
"319" 1208 1
"320" 1208 3
"321" 1209 1
"322" 1209 2
"323" 1212 2
"324" 1212 3
"325" 1225 1
"326" 1225 3
"327" 1255 1
"328" 1255 3
"329" 1261 3
"330" 1262 1
"331" 1262 3
"332" 1263 1
"333" 1263 3
"334" 1264 3
"335" 1269 2
"336" 1287 1
"337" 1287 3
"338" 1292 1
"339" 1292 3
"340" 1305 1
"341" 1305 3
"342" 1307 1
"343" 1307 3
"344" 1308 3
"345" 1319 1
"346" 1324 1
"347" 1324 3
"348" 1329 1
"349" 1329 3
"350" 1333 1
"351" 1333 2
"352" 1334 1
"353" 1334 3
"354" 1338 2
"355" 1341 1
"356" 1342 1
"357" 1342 2
"358" 1342 3
"359" 1349 1
"360" 1356 2
"361" 1356 3
"362" 1361 1
"363" 1361 3
"364" 1362 1
"365" 1362 3
"366" 1363 1
"367" 1363 2
"368" 1363 3
"369" 1367 3
"370" 1371 1
"371" 1371 2
"372" 1371 3
"373" 1374 1
"374" 1374 3
"375" 1375 2
"376" 1375 3
"377" 1376 3
"378" 1385 1
"379" 1385 3
"380" 1387 2
"381" 1387 3
"382" 1391 1
"383" 1391 3
"384" 1404 1
"385" 1404 2
"386" 1404 3
"387" 1412 3
"388" 1420 1
"389" 1420 3
"390" 1427 1
"391" 1427 3
"392" 1428 1
"393" 1428 3
"394" 1431 3
"395" 1441 1
"396" 1441 3
"397" 1444 1
"398" 1444 3
"399" 1449 1
"400" 1487 1
"401" 1487 3
"402" 1490 1
"403" 1490 3
"404" 1491 3
"405" 1501 3
"406" 1504 1
"407" 1504 3
"408" 1515 1
"409" 1517 1
"410" 1517 3
"411" 1521 1
"412" 1522 2
"413" 1527 1
"414" 1527 3
"415" 1543 1
"416" 1543 3
"417" 1553 1
"418" 1554 3
"419" 1558 2
"420" 1558 3
"421" 1563 3
"422" 1565 1
"423" 1565 2
"424" 1565 3
"425" 1569 1
"426" 1569 3
"427" 1570 1
"428" 1570 3
"429" 1571 1
"430" 1571 3
"431" 1573 1
"432" 1573 3
"433" 1586 1
"434" 1586 3
"435" 1590 1
"436" 1590 3
"437" 1593 1
"438" 1605 1
"439" 1607 1
"440" 1607 2
"441" 1614 1
"442" 1614 3
"443" 1618 1
"444" 1618 3
"445" 1619 1
"446" 1619 2
"447" 1619 3
"448" 1620 1
"449" 1620 3
"450" 1623 1
"451" 1623 3
"452" 1628 3
"453" 1629 2
"454" 1629 3
"455" 1642 1
"456" 1657 2
"457" 1661 1
"458" 1663 2
"459" 1668 1
"460" 1668 3
"461" 1669 1
"462" 1669 3
"463" 1674 1
"464" 1674 3
"465" 1681 3
"466" 1685 3
"467" 1686 1
"468" 1686 3
"469" 1690 1
"470" 1690 3
"471" 1693 1
"472" 1693 3
"473" 1694 1
"474" 1694 3
"475" 1695 1
"476" 1695 3
"477" 1702 2
"478" 1708 1
"479" 1716 1
"480" 1717 1
"481" 1717 3
"482" 1720 1
"483" 1720 3
"484" 1732 1
"485" 1739 1
"486" 1739 3
"487" 1741 3
"488" 1744 1
"489" 1744 3
"490" 1745 1
"491" 1745 3
"492" 1757 1
"493" 1758 1
"494" 1758 3
"495" 1765 1
"496" 1765 3
"497" 1768 1
"498" 1768 3
"499" 1770 1
"500" 1770 2
"501" 1781 1
"502" 1781 3
"503" 1788 2
"504" 1802 3
"505" 1803 3
"506" 1807 1
"507" 1807 3
"508" 1810 1
"509" 1810 3
"510" 1811 1
"511" 1811 3
"512" 1814 1
"513" 1814 2
"514" 1814 3
"515" 1815 1
"516" 1821 1
"517" 1821 3
"518" 1823 2
"519" 1825 1
"520" 1825 3
"521" 1843 3
"522" 1845 1
"523" 1846 3
"524" 1847 1
"525" 1847 3
"526" 1859 1
"527" 1859 3
"528" 1863 2
"529" 1863 3
"530" 1878 1
"531" 1878 2
"532" 1878 3
"533" 1879 1
"534" 1879 2
"535" 1879 3
"536" 1886 1
"537" 1886 3
"538" 1897 2
"539" 1897 3
"540" 1900 2
"541" 1900 3
"542" 1905 1
"543" 1905 3
"544" 1908 1
"545" 1908 3
"546" 1913 1
"547" 1913 3
"548" 1916 3
"549" 1934 3
"550" 1941 1
"551" 1941 3
"552" 1953 1
"553" 1953 3
"554" 1954 1
"555" 1954 3
"556" 1955 1
"557" 1955 3
"558" 1956 1
"559" 1956 3
"560" 1957 1
"561" 1957 3
"562" 1958 1
"563" 1958 3
"564" 1960 1
"565" 1960 3
"566" 1966 1
"567" 1976 1
"568" 1977 1
"569" 1977 3
"570" 1999 1
"571" 1999 3
"572" 2000 1
"573" 2007 1
"574" 2007 3
"575" 2008 1
"576" 2008 3
"577" 2009 3
"578" 2015 1
"579" 2015 2
"580" 2015 3
"581" 2018 1
"582" 2018 3
"583" 2019 1
"584" 2019 3
"585" 2020 1
"586" 2020 3
"587" 2028 1
"588" 2028 3
"589" 2032 1
"590" 2043 1
"591" 2043 2
"592" 2043 3
"593" 2050 1
"594" 2050 3
"595" 2051 1
"596" 2051 3
"597" 2053 1
"598" 2053 2
"599" 2053 3
"600" 2063 2
"601" 2064 2
"602" 2065 1
"603" 2075 1
"604" 2075 3
"605" 2076 1
"606" 2076 3
"607" 2090 1
"608" 2090 3
"609" 2091 1
"610" 2091 3
"611" 2096 1
"612" 2100 2
"613" 2107 1
"614" 2107 3
"615" 2136 3
"616" 2142 1
"617" 2142 2
"618" 2144 3
"619" 2165 2
"620" 2171 1
"621" 2171 3
"622" 2180 1
"623" 2194 1
"624" 2203 1
"625" 2203 2
"626" 2203 3
"627" 2205 1
"628" 2205 3
"629" 2207 1
"630" 2207 3
"631" 2208 1
"632" 2208 3
"633" 2209 1
"634" 2209 3
"635" 2211 1
"636" 2211 3
"637" 2214 2
"638" 2222 1
"639" 2222 3
"640" 2223 1
"641" 2223 3
"642" 2225 1
"643" 2225 3
"644" 2232 1
"645" 2232 3
"646" 2235 1
"647" 2250 2
"648" 2258 3
"649" 2263 1
"650" 2263 3
"651" 2281 3
"652" 2282 2
"653" 2282 3
"654" 2286 1
"655" 2286 3
"656" 2299 1
"657" 2302 1
"658" 2305 3
"659" 2311 1
"660" 2311 3
"661" 2312 1
"662" 2312 3
"663" 2318 1
"664" 2318 3
"665" 2320 1
"666" 2320 3
"667" 2323 3
"668" 2327 1
"669" 2327 3
"670" 2329 1
"671" 2329 3
"672" 2336 1
"673" 2336 3
"674" 2341 1
"675" 2345 1
"676" 2345 3
"677" 2347 1
"678" 2347 3
"679" 2348 3
"680" 2350 1
"681" 2350 3
"682" 2357 2
"683" 2358 3
"684" 2367 1
"685" 2367 3
"686" 2368 1
"687" 2368 3
"688" 2375 3
"689" 2380 1
"690" 2380 3
"691" 2387 1
"692" 2387 3
"693" 2396 2
"694" 2400 3
"695" 2405 1
"696" 2405 3
"697" 2407 1
"698" 2407 3
"699" 2416 1
"700" 2416 3
"701" 2427 1
"702" 2427 3
"703" 2432 2
"704" 2434 1
"705" 2434 3
"706" 2439 1
"707" 2439 3
"708" 2440 1
"709" 2440 3
"710" 2445 2
"711" 2445 3
"712" 2447 1
"713" 2447 3
"714" 2448 2
"715" 2459 1
"716" 2459 3
"717" 2466 1
"718" 2466 3
"719" 2482 1
"720" 2496 3
"721" 2501 3
"722" 2503 1
"723" 2505 1
"724" 2505 3
"725" 2527 1
"726" 2527 3
"727" 2528 1
"728" 2528 3
"729" 2529 3
"730" 2533 1
"731" 2533 2
"732" 2533 3
"733" 2542 2
"734" 2545 1
"735" 2545 3
"736" 2546 1
"737" 2546 3
"738" 2555 3
"739" 2559 2
"740" 2564 3
"741" 2567 1
"742" 2567 3
"743" 2577 3
"744" 2579 1
"745" 2579 3
"746" 2585 1
"747" 2585 3
"748" 2589 1
"749" 2589 3
"750" 2594 3
"751" 2595 3
"752" 2598 1
"753" 2600 1
"754" 2600 2
"755" 2608 1
"756" 2608 3
"757" 2610 1
"758" 2610 3
"759" 2614 1
"760" 2614 3
"761" 2619 2
"762" 2622 1
"763" 2622 3
"764" 2623 2
"765" 2623 3
"766" 2625 2
"767" 2625 3
"768" 2626 2
"769" 2626 3
"770" 2627 1
"771" 2627 3
"772" 2628 1
"773" 2628 3
"774" 2629 3
"775" 2632 1
"776" 2632 3
"777" 2633 1
"778" 2633 3
"779" 2637 1
"780" 2642 1
"781" 2645 1
"782" 2645 3
"783" 2646 1
"784" 2646 3
"785" 2655 1
"786" 2657 1
"787" 2657 3
"788" 2658 1
"789" 2658 3
"790" 2661 3
"791" 2663 1
"792" 2663 3
"793" 2666 3
"794" 2667 1
"795" 2670 3
"796" 2679 1
"797" 2679 3
"798" 2693 1
"799" 2700 3
"800" 2705 2
"801" 2705 3
"802" 2714 1
"803" 2714 2
"804" 2714 3
"805" 2717 1
"806" 2730 1
"807" 2730 3
"808" 2732 1
"809" 2732 3
"810" 2750 1
"811" 2750 3
"812" 2757 1
"813" 2757 3
"814" 2760 1
"815" 2760 3
"816" 2762 1
"817" 2762 3
"818" 2774 3
"819" 2775 1
"820" 2775 3
"821" 2781 1
"822" 2783 3
"823" 2785 1
"824" 2787 3
"825" 2789 3
"826" 2793 1
"827" 2793 3
"828" 2795 1
"829" 2795 3
"830" 2802 1
"831" 2810 1
"832" 2810 3
"833" 2813 3
"834" 2817 2
"835" 2817 3
"836" 2828 1
"837" 2834 1
"838" 2834 3
"839" 2836 1
"840" 2836 3
"841" 2861 1
"842" 2861 3
"843" 2881 1
"844" 2881 3
"845" 2899 2
"846" 2901 1
"847" 2901 3
"848" 2910 1
"849" 2910 3
"850" 2913 1
"851" 2913 3
"852" 2916 1
"853" 2916 3
"854" 2924 1
"855" 2927 3
"856" 2932 1
"857" 2932 3
"858" 2933 1
"859" 2933 3
"860" 2942 1
"861" 2942 3
"862" 2944 3
"863" 2952 1
"864" 2952 2
"865" 2957 1
"866" 2959 3
"867" 2961 1
"868" 2961 3
"869" 2978 3
"870" 2981 1
"871" 2981 3
"872" 2982 1
"873" 2982 3
"874" 2983 1
"875" 2986 3
"876" 2990 3
"877" 2991 1
"878" 2991 3
"879" 3000 1
"880" 3000 3
"881" 3010 1
"882" 3010 3
"883" 3018 1
"884" 3018 3
"885" 3020 1
"886" 3020 3
"887" 3021 1
"888" 3021 3
"889" 3026 3
"890" 3036 1
"891" 3036 3
"892" 3038 1
"893" 3049 1
"894" 3049 3
"895" 3055 1
"896" 3055 2
"897" 3055 3
"898" 3057 1
"899" 3057 2
"900" 3063 1
"901" 3063 3
"902" 3066 1
"903" 3066 3
"904" 3069 1
"905" 3069 3
"906" 3075 1
"907" 3075 3
"908" 3076 1
"909" 3076 3
"910" 3105 2
"911" 3107 2
"912" 3107 3
"913" 3108 1
"914" 3108 3
"915" 3116 3
"916" 3117 3
"917" 3122 2
"918" 3123 3
"919" 3124 1
"920" 3124 3
"921" 3127 3
"922" 3138 1
"923" 3138 3
"924" 3141 1
"925" 3141 3
"926" 3144 3
"927" 3153 3
"928" 3166 1
"929" 3166 3
"930" 3184 1
"931" 3184 3
"932" 3185 1
"933" 3185 3
"934" 3186 2
"935" 3188 1
"936" 3188 3
"937" 3192 1
"938" 3192 3
"939" 3195 1
"940" 3195 3
"941" 3201 1
"942" 3201 3
"943" 3202 1
"944" 3209 1
"945" 3209 2
"946" 3209 3
"947" 3211 1
"948" 3211 3
"949" 3220 3
"950" 3221 1
"951" 3221 3
"952" 3222 3
"953" 3225 1
"954" 3225 3
"955" 3232 1
"956" 3232 3
"957" 3236 1
"958" 3236 3
"959" 3240 1
"960" 3240 3
"961" 3244 1
"962" 3244 3
"963" 3250 1
"964" 3250 3
"965" 3257 3
"966" 3265 1
"967" 3265 3
"968" 3269 3
"969" 3274 3
"970" 3278 1
"971" 3278 3
"972" 3283 3
"973" 3288 1
"974" 3290 3
"975" 3291 3
"976" 3293 1
"977" 3293 2
"978" 3293 3
"979" 3295 1
"980" 3295 3
"981" 3297 1
"982" 3297 3
"983" 3315 1
"984" 3315 3
"985" 3316 1
"986" 3316 3
"987" 3319 1
"988" 3319 3
"989" 3321 3
"990" 3323 1
"991" 3325 1
"992" 3325 3
"993" 3328 1
"994" 3328 3
"995" 3332 1
"996" 3332 3
"997" 3339 2
"998" 3339 3
"999" 3345 1
"1000" 3345 3
"1001" 3347 1
"1002" 3347 2
"1003" 3348 2
"1004" 3348 3
"1005" 3349 2
"1006" 3351 1
"1007" 3351 2
"1008" 3351 3
"1009" 3352 1
"1010" 3352 3
"1011" 3358 2
"1012" 3374 3
"1013" 3376 3
"1014" 3389 1
"1015" 3389 3
"1016" 3408 2
"1017" 3408 3
"1018" 3411 3
"1019" 3418 3
"1020" 3420 1
"1021" 3420 3
"1022" 3422 1
"1023" 3422 3
"1024" 3426 1
"1025" 3426 3
"1026" 3427 1
"1027" 3427 3
"1028" 3428 1
"1029" 3428 3
"1030" 3449 1
"1031" 3449 3
"1032" 3456 2
"1033" 3460 1
"1034" 3460 3
"1035" 3476 2
"1036" 3476 3
"1037" 3479 1
"1038" 3496 1
"1039" 3496 2
"1040" 3496 3
"1041" 3502 1
"1042" 3502 3
"1043" 3506 3
"1044" 3514 1
"1045" 3514 3
"1046" 3516 1
"1047" 3516 3
"1048" 3522 1
"1049" 3522 3
"1050" 3539 1
"1051" 3539 3
"1052" 3547 1
"1053" 3547 3
"1054" 3549 1
"1055" 3552 1
"1056" 3552 3
"1057" 3555 1
"1058" 3555 3
"1059" 3558 1
"1060" 3565 3
"1061" 3571 1
"1062" 3573 1
"1063" 3573 3
"1064" 3574 3
"1065" 3575 3
"1066" 3576 1
"1067" 3576 3
"1068" 3578 1
"1069" 3578 3
"1070" 3582 1
"1071" 3586 1
"1072" 3586 3
"1073" 3595 1
"1074" 3595 3
"1075" 3602 1
"1076" 3602 2
"1077" 3602 3
"1078" 3609 2
"1079" 3610 1
"1080" 3610 3
"1081" 3619 1
"1082" 3619 3
"1083" 3621 1
"1084" 3621 3
"1085" 3627 1
"1086" 3627 2
"1087" 3627 3
"1088" 3629 1
"1089" 3629 3
"1090" 3630 1
"1091" 3630 3
"1092" 3635 3
"1093" 3637 1
"1094" 3645 1
"1095" 3645 3
"1096" 3650 1
"1097" 3650 3
"1098" 3652 3
"1099" 3657 3
"1100" 3666 3
"1101" 3672 1
"1102" 3672 3
"1103" 3683 2
"1104" 3683 3
"1105" 3684 2
"1106" 3684 3
"1107" 3686 3
"1108" 3692 3
"1109" 3710 1
"1110" 3710 2
"1111" 3729 2
"1112" 3729 3
"1113" 3730 3
"1114" 3731 2
"1115" 3734 1
"1116" 3734 2
"1117" 3734 3
"1118" 3739 1
"1119" 3739 3
"1120" 3741 1
"1121" 3741 3
"1122" 3742 1
"1123" 3746 1
"1124" 3746 3
"1125" 3750 1
"1126" 3751 1
"1127" 3751 3
"1128" 3776 1
"1129" 3776 3
"1130" 3781 1
"1131" 3781 3
"1132" 3785 3
"1133" 3787 1
"1134" 3788 1
"1135" 3788 3
"1136" 3790 1
"1137" 3790 3
"1138" 3791 1
"1139" 3791 3
"1140" 3798 3
"1141" 3802 1
"1142" 3816 3
"1143" 3818 2
"1144" 3836 3
"1145" 3851 1
"1146" 3851 3
"1147" 3854 1
"1148" 3857 3
"1149" 3858 1
"1150" 3858 3
"1151" 3861 3
"1152" 3865 1
"1153" 3865 3
"1154" 3869 3
"1155" 3880 3
"1156" 3921 1
"1157" 3921 3
"1158" 3922 1
"1159" 3922 3
"1160" 3923 1
"1161" 3923 3
"1162" 3926 3
"1163" 3931 1
"1164" 3931 3
"1165" 3932 3
"1166" 3936 3
"1167" 3941 1
"1168" 3941 3
"1169" 3944 1
"1170" 3944 3
"1171" 3945 1
"1172" 3945 3
"1173" 3947 1
"1174" 3947 3
"1175" 3951 1
"1176" 3951 2
"1177" 3953 1
"1178" 3953 3
"1179" 3954 1
"1180" 3954 3
"1181" 3958 1
"1182" 3958 3
"1183" 3960 2
"1184" 3960 3
"1185" 3961 1
"1186" 3961 3
"1187" 3963 1
"1188" 3963 2
"1189" 3963 3
"1190" 3964 1
"1191" 3964 3
"1192" 3966 2
"1193" 3975 1
"1194" 3975 2
"1195" 3975 3
"1196" 3979 1
"1197" 3979 3
"1198" 3994 1
"1199" 3994 3
"1200" 4013 2
"1201" 4014 1
"1202" 4015 1
"1203" 4015 3
"1204" 4023 1
"1205" 4023 3
"1206" 4033 2
"1207" 4033 3
"1208" 4034 3
"1209" 4040 1
"1210" 4040 3
"1211" 4044 1
"1212" 4044 3
"1213" 4055 3
"1214" 4060 3
"1215" 4061 2
"1216" 4062 1
"1217" 4062 3
"1218" 4070 2
"1219" 4078 1
"1220" 4078 3
"1221" 4080 1
"1222" 4080 3
"1223" 4088 1
"1224" 4088 3
"1225" 4095 1
"1226" 4095 3
"1227" 4096 1
"1228" 4096 3
"1229" 4102 1
"1230" 4102 3
"1231" 4105 3
"1232" 4109 1
"1233" 4109 2
"1234" 4109 3
"1235" 4111 3
"1236" 4113 1
"1237" 4113 3
"1238" 4114 1
"1239" 4114 3
"1240" 4115 2
"1241" 4117 1
"1242" 4117 3
"1243" 4119 1
"1244" 4119 3
"1245" 4129 1
"1246" 4129 3
"1247" 4131 1
"1248" 4131 3
"1249" 4132 1
"1250" 4132 3
"1251" 4133 3
"1252" 4149 1
"1253" 4157 1
"1254" 4157 3
"1255" 4179 3
"1256" 4190 1
"1257" 4190 3
"1258" 4200 3
"1259" 4201 1
"1260" 4201 3
"1261" 4208 1
"1262" 4208 3
"1263" 4213 1
"1264" 4216 1
"1265" 4216 3
"1266" 4217 1
"1267" 4217 3
"1268" 4225 1
"1269" 4225 3
"1270" 4230 1
"1271" 4230 3
"1272" 4237 1
"1273" 4237 3
"1274" 4239 1
"1275" 4239 3
"1276" 4241 1
"1277" 4248 2
"1278" 4248 3
"1279" 4255 1
"1280" 4255 3
"1281" 4264 1
"1282" 4275 1
"1283" 4275 3
"1284" 4280 3
"1285" 4287 3
"1286" 4294 1
"1287" 4294 3
"1288" 4298 1
"1289" 4298 3
"1290" 4311 1
"1291" 4311 3
"1292" 4319 1
"1293" 4319 3
"1294" 4330 1
"1295" 4330 3
"1296" 4331 1
"1297" 4331 3
"1298" 4333 1
"1299" 4333 3
"1300" 4335 1
"1301" 4335 3
"1302" 4338 3
"1303" 4353 3
"1304" 4357 1
"1305" 4357 3
"1306" 4358 1
"1307" 4358 3
"1308" 4359 1
"1309" 4359 3
"1310" 4360 1
"1311" 4360 3
"1312" 4361 3
"1313" 4362 3
"1314" 4363 1
"1315" 4363 3
"1316" 4368 3
"1317" 4388 2
"1318" 4391 1
"1319" 4391 3
"1320" 4392 1
"1321" 4392 2
"1322" 4392 3
"1323" 4396 2
"1324" 4400 1
"1325" 4400 2
"1326" 4400 3
"1327" 4422 1
"1328" 4422 3
"1329" 4424 2
"1330" 4424 3
"1331" 4427 1
"1332" 4427 3
"1333" 4463 1
"1334" 4463 3
"1335" 4473 1
"1336" 4476 1
"1337" 4477 1
"1338" 4477 3
"1339" 4478 3
"1340" 4498 3
"1341" 4503 2
"1342" 4503 3
"1343" 4504 3
"1344" 4513 1
"1345" 4513 3
"1346" 4519 1
"1347" 4526 2
"1348" 4526 3
"1349" 4535 1
"1350" 4535 3
"1351" 4538 1
"1352" 4538 3
"1353" 4539 1
"1354" 4539 2
"1355" 4539 3
"1356" 4544 1
"1357" 4544 3
"1358" 4549 1
"1359" 4549 3
"1360" 4560 1
"1361" 4560 3
"1362" 4561 1
"1363" 4562 3
"1364" 4563 2
"1365" 4563 3
"1366" 4564 1
"1367" 4564 2
"1368" 4564 3
"1369" 4568 1
"1370" 4568 3
"1371" 4575 1
"1372" 4575 3
"1373" 4592 1
"1374" 4592 3
"1375" 4603 1
"1376" 4603 3
"1377" 4617 1
"1378" 4617 3
"1379" 4621 1
"1380" 4621 3
"1381" 4638 2
"1382" 4644 1
"1383" 4644 3
"1384" 4647 1
"1385" 4647 3
"1386" 4657 1
"1387" 4665 1
"1388" 4672 3
"1389" 4686 1
"1390" 4688 1
"1391" 4688 3
"1392" 4691 2
"1393" 4698 1
"1394" 4698 3
"1395" 4704 1
"1396" 4706 3
"1397" 4719 1
"1398" 4719 3
"1399" 4723 3
"1400" 4729 1
"1401" 4730 3
"1402" 4731 3
"1403" 4734 1
"1404" 4744 1
"1405" 4744 3
"1406" 4753 3
"1407" 4761 1
"1408" 4761 3
"1409" 4779 3
"1410" 4791 1
"1411" 4791 2
"1412" 4791 3
"1413" 4795 1
"1414" 4795 3
"1415" 4796 1
"1416" 4807 3
"1417" 4813 2
"1418" 4828 1
"1419" 4828 3
"1420" 4849 3
"1421" 4850 1
"1422" 4850 3
"1423" 4859 1
"1424" 4859 3
"1425" 4863 1
"1426" 4863 3
"1427" 4865 1
"1428" 4865 3
"1429" 4871 1
"1430" 4871 3
"1431" 4876 1
"1432" 4876 3
"1433" 4877 3
"1434" 4878 1
"1435" 4878 3
"1436" 4893 3
"1437" 4899 1
"1438" 4899 3
"1439" 4908 2
"1440" 4908 3
"1441" 4915 1
"1442" 4915 3
"1443" 4924 1
"1444" 4924 3
"1445" 4926 1
"1446" 4926 3
"1447" 4943 3
"1448" 4957 1
"1449" 4977 1
"1450" 4977 3
"1451" 4979 2
"1452" 4979 3
"1453" 4996 1
"1454" 4996 3
"1455" 5010 1
"1456" 5010 3
"1457" 5019 1
"1458" 5019 3
"1459" 5021 1
"1460" 5021 3
"1461" 5027 1
"1462" 5027 3
"1463" 5032 1
"1464" 5032 2
"1465" 5032 3
"1466" 5036 1
"1467" 5037 3
"1468" 5043 2
"1469" 5043 3
"1470" 5088 1
"1471" 5088 3
"1472" 5089 1
"1473" 5089 3
"1474" 5092 1
"1475" 5092 2
"1476" 5092 3
"1477" 5093 1
"1478" 5093 3
"1479" 5097 3
"1480" 5099 3
"1481" 5104 3
"1482" 5117 1
"1483" 5117 2
"1484" 5118 1
"1485" 5118 2
"1486" 5118 3
"1487" 5119 1
"1488" 5120 1
"1489" 5120 3
"1490" 5121 1
"1491" 5121 3
"1492" 5125 2
"1493" 5128 3
"1494" 5132 1
"1495" 5132 3
"1496" 5138 1
"1497" 5139 1
"1498" 5139 3
"1499" 5158 3
"1500" 5161 1
"1501" 5172 1
"1502" 5174 1
"1503" 5174 3
"1504" 5176 1
"1505" 5176 2
"1506" 5176 3
"1507" 5180 1
"1508" 5180 3
"1509" 5184 1
"1510" 5184 3
"1511" 5185 1
"1512" 5185 3
"1513" 5186 1
"1514" 5186 3
"1515" 5196 1
"1516" 5196 2
"1517" 5201 3
"1518" 5203 1
"1519" 5203 2
"1520" 5203 3
"1521" 5208 1
"1522" 5216 1
"1523" 5216 3
"1524" 5229 3
